title,author,century,text
A un almendro plantado junto a un moral,Anastasio Pantaleón de Ribera,15-17,"Tú que en la pompa ya de flores vana,
perdiste, o planta, la sazón madura,
donde tu juventud te quitó dura
cuanto verdor te aceleró temprana

Si en la inclemencia de los Cierzos cana
no te avisó del daño en hermosura,
estéril tronco estés, ruina oscura,
de infame acero, de segur villana

Próvido miedo es ley del que desea,
tenle ya tú, que prevenir las veces,
a los males ni ofende, ni embaraza.

Este antiguo Moral tu ejemplo sea,
que la injuria temiendo que padeces,
en tu mismo peligro se amenaza.

"
A la edad del año,Juan de Jauregui,15-17,"De verdes ramas y de frescas flores
vistió la Tierra, en su niñez infante,
el virgen seno, y su vivaz semblante
ornó de mil guirnaldas de colores

Joven después, en plácidos amores
gozando, al cielo, su amador constante,
de las entrañas, como tierna amante,
de suspiros en vez, lanzó vapores.

Mil frutos de sazón, el vientre abierto,
luego produjo, al puro viento ufana,
broca pero la faz mostrando y ruda.

Hoy, arrugado, en su vejez, el yerto
rostro la vemos, y de nieves cana:
todo la edad lo descompone y muda

"
Condena al fabricar soberbios palacios,Juan de Jauregui,15-17,"¡Ay, de cuán poco sirve al arrogante
el edificio que, soberbio empina
sobre pilastras de Tenaro, y fina
de mármol piedra, y color cambiante!

Pues cuanto más del suelo se levante
máquina excelsa, al cielo convecina,
tanto más cerca atiende a su ruina,
tanto más cerca al rayo del Tonante

Consumirá en los jaspes su tesoro;
y consumidos de la propia suerte
ellos serán, en términos ligero.

Y, por ventura, entre alabastros y oro
del alto capitel, verá su muerte,
pobre y desnudo, el sucesor primero

"
Al lector,Juan Ciberio de Vera,15-17,"Valor de castellanos ha triunfado
de todas las indómitas naciones,
y en cualesquier honrosas ocasiones
su lanza satisfizo su cuidado

Y Castellanos es quien ha cantado
sus proezas sin uso de fricciones,
porque las flores de sus guarniciones
salieron de la tela del brocado

Y ansí, lector, veréis pura sustancia
de verdades y cosas tan extrañas,
que ninguna merece mal oído

Pues demás del estilo y elegancia,
son obras, son grandezas, son hazañas,
indignas de la cárcel del olvido.

"
A la muerte de Lope de Vega,Joseph Salinas y Enríquez,15-17,"Vuela, o cisne Español, a mejor nido,
y en eterna región te fija estrella,
de albergue muda, y con tu fama huella
las precisas injurias del olvido.

Mejorar no es morir, que aunque oprimido
al raro bulto helada pira sella,
felice fue la ruina, pues por ella
firme padrón tu fama te ha erigido.

Sola una gloria adquiere el hombre sabio,
mas sin morir no se adquirió esta gloria,
que en la posteridad fundó su suerte.

Muere o tú pues, aunque parezca agravio,
que por verte inmortal a la memoria
será festivo el llanto de tu muerte

"
Soneto,Luis Martín de la Plaza,15-17,"Si el sol se pone, yo a la muerte llego
¿Quién detenerlo, por vivir, pudiera?
Detén, dorado Apolo, el carro, espera;
mas el sol no se para a nuestro ruego.

¡Oh tú, Señora, por quien vivo ciego!
Alza los claros ojos a la esfera,
y dile al sol que pare su carrera,
o no le prestarás la luz y el fuego.

Que por sólo mirar tu hermosura,
parará los caballos, admirado,
y no vendrá la noche de mi muerte.

Mas ¡ay, triste de mí! ¿quién me asegura
que de ver lo que excedes, afrentado,
no les de rienda, y huya por no verte?

"
Soneto,Luis Martín de la Plaza,15-17,"¿Qué temes al morir, por qué procura,
hombre, tu afecto vida tan ajena
de propios bienes y de males llena,
tan bien guardada cuanto mal segura?

La muerte es fin de tu prisión oscura,
y por quien gozarás la paz serena
de aquella vida donde no la pena
sino la gloria para siempre dura

Y aunque es la muerte horrenda, no te espante,
que tu bien solicita, pues intenta
que vivas inmortal después de muerto

Dime, ¿ no será loco el navegante
que se quiere quedar en la tormenta
y no llega a descansar al puerto?

"
A la ingratitud de un criado a quien di mucha rent,Jerónimo de Barrionuevo,15-17,"Viña mía, yo mismo te he criado
plantando vides y podando flores,
para que en el abril de tus verdores
dieses envidia al más florido prado

De mármol y alabastro te he cercado,
librándote de todos los rigores,
así de pasajeros robadores
como de golosina del ganado.

La tierra te mullí, podé sarmientos
dejándote las guías de provecho,
porque llevases frutos más opimos

Desvaneciste todos mis intentos;
no sé que pude hacer más de lo hecho,
cuando en labruscos vuelves los racimos.

¡Oh que lindos parecen tus esquilmos!
Pero de mala cepa todo es malo
pues no vale el sarmiento para palo

"
Eróticas – - III -,Esteban Manuel de Villegas,15-17,"Tras los rosados de mi Lyda hermosa
rindió el amor tus labios de corales,
que si por dignos no, por serviciales
merecieron lograr suerte amorosa.

A quien les concedió la edad briosa
vibrar centellas a su llama iguales,
que a un tiempo hicieron desgajar cristales
de coral a coral, de rosa a rosa

Y tal la suavidad fue de este empleo,
que el gusto apenas hizo breve ausencia,
cuando Lyda volvió con voz sucinta,

Y dijo: ¡o dulce bien de mi deseo!
si tal gusto nos da tu prima esencia,
¿qué gloria no dará su esencia quinta?

"
Soneto,Luis Martín de la Plaza,15-17,"Cubierto estaba el Sol de un negro velo,
luchaba el viento con el mar hinchado
y él en huecos peñascos quebrantado
con blanca espuma salpicaba el cielo

El ronco trueno amenazaba el suelo,
tocaba el rayo al monte levantado
y pardas nubes de granizo helado
el campo cobijaban con su hielo.

Mas luego que su clara luz mostraron
los bellos ojos que contento adoro
y a quien el alba envidia los colores,

calmó el mar, calló el viento y se ausentaron
los truenos, pintó el Sol las nubes de oro,
vistiose el campo de olorosas flores

"
Soneto,Juan Bautista de Mesa,15-17,"Cansado de sufrir mi sufrimiento,
muerta de sus desdenes mi esperanza,
cierto de que en mi mal no habrá mudanza,
y ronco de esparcir quejas al viento.

Llamé la muerte, de morir contento,
si tanto bien un desdichado alcanza,
que aun de morir no tiene confianza,
sólo por ser alivio a su tormento.

Mas de mi triste estado condolida,
llegó la muerte, y yo llegué a la muerte,
y estorbómela el gusto de morirme;

porque con este sustenté la vida
¡Oh nunca y vista desdichada suerte,
que lo que quiero venga yo a impedirme!

"
Soneto,Bartolomé Sánchez,15-17,"Los que con gracia quieran ver y aviso
un Silvestre galán y cortesano,
vengan a Puerto Príncipe cristiano
y gozarán de un nuevo paraíso

De nuestro frágil vidrio quebradizo
verá un ejemplo raro y soberano
en la prisión del buen Altamirano,
a quien con ella Dios regalar quiso.

Gracias al buen Silvestre de Balboa,
que por tan dulce estilo nos declara
de aqueste santo Obispo la paciencia

Bien merece desde hoy eterna loa,
y el generoso Obispo de la tiara
que tiene el mundo de mayor potencia

"
- X -,Juan de Arguijo,15-17,"En la pequeña luz de Sesto pone
desde el puerto los ojos, y atrevido
rompe Leandro el mar, que embravecido,
a sus intentos con furor se opone

Mas él, cuidando que le muerte abone
su grande amor, se ofrece al conocido
peligro, y de las ondas ya vencido,
a amansallas en vano se dispone

«Ondas, dijo muriendo, si consiente
vuestro furor de un triste amante el ruego,
sed por un rato a mi dolor piadosas;

frenar el curso a la veloz corriente:
mostraos benignas sólo mientras llego
y cuando vuelva me anegad furiosas»

"
Soneto,Joseph Bruton y Mójica,15-17,"¿Quién muere allí? Detente, escucha, mira,
no ves (que gran dolor) Otra vez huerto
cadáver tronco, que de horror cubierto,
a otro tronco en sufrir, alma respira.

Desde la Cruz un Héroe aliento inspira
al gran Javier, que mide con pie incierto,
el Indio suelo, y congojado, o muerto,
la tierra, el aire, el agua, el fuego admira

Suda Javier (todo alma) padeciendo,
sude Cristo, que es cuerpo en pena aguda,
en cuerpo y alma está el amor muriendo.

El cuerpo, y al verdad mueren sin duda,
que como el alma gime, falleciendo,
el Cuerpo allá en la Cruz, sangre trasuda.

"
Al peregrino,Camila Lucinda,15-17,"Mientras a un dulce epitalamio tiemplo
la lira humilde de tu canto indina,
goza a tu Nise celestial divina,
peregrino de amor único ejemplo.

Si el centro es Nise, y de tu ardor contemplo
la esfera en su hermosura peregrina,
cuelga el bordón, sombrero y esclavina
en las sagradas aras de tu templo

Pon una tabla, y di: Cuando me llama,
llego a su esfera -Lope con divinos
versos, llegó también hasta la fama-;

aquí dio fin amor a mis caminos,
Lope a su historia, y a los dos nos llama
el mundo en un sujeto peregrinos.

"
- XXV -,Juan de Arguijo,15-17,"Sobre el sepulcro del ilustre griego,
que honró con sus cenizas el Sigeo
mejor que a Caria el rico Mausoleo;
Alejandro paró, y exclamó luego:

«¡Oh gloria de la Grecia!, claro fuego,
cuya llama las nieblas del Leteo
no bastan a encubrir, ni su trofeo
robar podrá jamás olvido ciego

A ti, dichoso joven, guardó el cielo,
porque eterno tu nombre al mundo fuera,
del grande Homero la divina historia.

Que si de aquella pluma el alto vuelo
faltara, un mismo túmulo cubriera
tu mortal suerte, y tu inmortal memoria

"
- XXXIX -,Juan de Arguijo,15-17,"«Tú, de la noche gloria y ornamento,
errante luna, que oyes mis querellas,
y vosotras, clarísimas estrellas,
luciente honor del alto firmamento.

Pues han subido allá de mi lamento
el son y de mi fuego las centellas,
sienta vuestra piedad, ¡oh luces bellas!
Si la merece, mi amoroso intento »

Esto diciendo, deja el patrio muro
el desdichado Píramo, y de Nino
corre al sepulcro donde Tisbe espera

¡Pronóstico infeliz! ¡Presagio duro
de infaustas bodas, si ordenó el destino
que un túmulo por tálamo escogiera!

"
A la muerte de Lope de Vega,Jacinta Baca,15-17,"Llegó ya a las montañas de Apenino,
llegó a la Libia ardiente y Seythia helada
la fama por justicia acreditada
de este varón de tanto laurel digno.

Y así del más remoto al más vecino
con himnos de dolor será llorada,
su falta, y la memoria venerada
del que en el velo humano fue divino

Hasta en el campo de zafir hermoso
la noche, que dio término a su vida,
mostraron sus lumbreras sentimiento.

Y con afecto triste y amoroso,
cuando Delio llegó a su luz cumplida,
le formó en sombras sacro monumento.

"
Soneto,María de Zayas y Sotomayor,15-17,"Amar el día, aborrecer el día,
llamar la noche y despreciarla luego,
temer el fuego y acercarse al fuego,
tener a un tiempo pena y alegría.

Estar juntos valor y cobardía,
el desprecio cruel y el blando ruego,
tener valiente entendimiento ciego,
atada la razón, libre osadía.

Buscar lugar en qué aliviar los males
y no querer del mal hacer mudanza,
desear si saber qué se desea.

Tener el gusto y el disgusto iguales,
y todo el bien librado en la esperanza,
si aquesto no es amor, no sé que sea.

"
- LV -,Juan de Arguijo,15-17,"Mira con cuanta priesa se desvía
de nosotros el sol, al mar vecino
y aprovecha, Fernando, en tu camino
la luz pequeña de este breve día

Antes que en tenebrosa noche fría
pierdas la senda, y de buscalla el tino,
y aventurado en manos del destino
vages errando por incierta vía

Hágante ajenos casos enseñado
y el miserable fin de tantos pueda
con fuerte ejemplo apercibir tu olvido

Larga jornada, plazo limitado
tienes, veloz el tiempo corre; y queda
sólo el dolor de haberlo mal perdido

"
A la muerte de Lope de Vega,Joseph Estrata y Espínola,15-17,"Félix te nombra, ya feliz te advierte
canora fama a coros repetida,
pues sin pisar el límite a la vida,
pasaste la carrera de la muerte

La envidia castigada ya convierte
en caricioso afán lo que fue herida,
que es castigo a su saña prevenida
crueldad tan halagüeña de la suerte

De liberal quedaste con renombre,
pues das, o por venganza, o por victoria,
a la envidia silencio que la asombre.

Modestia a la disculpa más notoria,
y el inmortal aplauso de tu nombre
dejas por mayorazgo a la memoria

"
Soneto,Francisco de los Santos,15-17,"Próspero es al nacer, quien a la Luna
en riesgo pone infausto de apagarse
O Lucero del Sol Puede pensarse,
que con el ataúd pagas la cuna

En tan unido imperio la oportuna
luz del Cuarto Planeta ha de eclipsarse,
cuando astro coronado a colocarse
viene tu ardor en su ínclita fortuna

Ella, que es Majestad en tanto lleno
el menguante, qué Antorcha tan crecida
llegó a lo más al dar tus claridades

Y ya el cielo de España (más sereno)
vuelve a crecer las luces de su vida,
para llenarlo de Prosperidades.

"
Soneto al lector,Francisco Crespi de Valldaura,15-17,"Con voz llorosa y triste melodía
canta el Girón la muerte y el tormento
de aquel, en cuyo alegre nacimiento
cantaba el cielo gloria y alegría

Sientan las almas áspera agonía,
y hagan los ojos grave sentimiento
de ver tan afrentado y tan sangriento
el Hijo poderoso de María

Y tú, pío lector, después de visto
el orden, el primor, destreza y gala
del canto que a llorar ha de moverte

Llora de compasión de Jesu-Cristo
y de dolor de ver la vida mala
de los que fueron libres con su muerte

"
Soneto,Juan de la Cueva,15-17,"¿De qué sirven, Amor, ya tus saetas,
el corvo arco y mano rigurosa,
y la triunfante palma victoriosa
que hubiste del que rige los planetas?

¿Adónde está el poder con que sujetas
el mundo, sin jamás reservar cosa
de la fuerza robusta y poderosa
con que los libres pechos inquietas?

¿Qué me hace saber que puedes tanto,
y ser hijo de diosa y descendiente
de Iove, regidor del cielo santo,

si aquella dura que mi mal no siente
así despoja a mí de alegre canto,
y a ti de ser llamado omnipotente?

"
Al doctor Juan Pérez Montalbán,Bartolomé Prado Bravo y Mendoza,15-17,"Con silencio retórico venere
tu ingenio el Orbe, Montalbán dichoso,
que en siglo donde es breve lo glorioso
sólo es mayor el sabio cuando muere

Ya sin recelo que su luz altere
vives eterno día misterioso,
no de veces de sombras achacoso,
no como el nuestro, que si alumbra hiere

Ya entiendes con verdad, lo que dejaste,
indecente aun al ceño de tu olvido,
¡ah de cuántos dobleces te libraste!

Que si la vida no te hubiera sido
medio para alcanzar la que gozaste,
te durará el dolor de haber vivido.

"
De La duquesa constante,Francisco Agustín Talega,15-17,"Contra la feroz hidra el brazo y clava
que hasta en los reinos de Plutón vencían,
Alcides, por mostrar cuánto podían,
con extraño poder ejecutaba;

y cuando más rendida la juzgaba,
y a su rigor las fuerzas suspendían,
siete cabezas nuevas le nacían
por una que de un cuello le cortaba.

Tal es la fiera que en mi pensamiento
pelea con la vida que suspendo
injustamente para tal combate;

que cuando más la venzo y me defiendo,
tantos martirios saco de un tormento
que es mejor que me ofrezca a que me mate

"
A la muerte de Lope de Vega,Blas Fernández de Mesa,15-17,"No sella, si le buscas, caminante,
al fénix Español, no le guarnece
esta que Mantua religiosa ofrece
a su posteridad urna elegante

No yace aquí, que en duración brillante
sobre sus plumas santas resplandece,
que a pesar de los años no fallece
quien la inmortalidad se labra instante

Dejónos pues, y en la región extraña
la admiración, o huésped, se apercibe,
intimándose fénix no segundo.

Breve esfera a sus méritos fue España,
y en capaz proporción ahora vive
dilatado en los términos del mundo.

"
A Lope de Vega,Mateo Pérez de Cárdenas,15-17,"De Helicón por su falda se derriba
el agua cristalina, hasta que llega
a dar en la florida y fértil Vega,
que en vuestro claro ingenio el sol cultiva

Donde Dafne también menos esquiva
con sus hermosos brazos ya le ruega,
para digna corona que os entrega,
que es más que para vos, el don reciba

Al fruto responded de sus amores,
con el que en vuestra Vega habrán cogido
los Tiritos de Arcadia moradores

Porque de su campaña convencido
quede y pagado, pues que son mejores
que las que él inventó, ni el mundo ha oído

"
Sonetos – - VIII -,Gregorio de Matos,15-17,"Rompa ya el silencio el amor mío
y provóquele en leguas desatado;
que vivir con ofensas y callado
no puede ser, aunque bien lo porfío

Pero como de amante desconfío,
morir mejor será desesperado,
pues no quieres que tenga mi cuidado
ni que le ponga en otra mi albedrío.

En fin, como la pena me maltrata,
vivir más sin penar ya no lo espero
ni detener cristal que se desata

Y así resuelto ya me desespero,
viendo yo que tu propio rigor mata,
a mi amor, con que así dos veces muero.

"
En que se encarece la fuerza de la hermosura,Jerónimo Cáncer y Velasco,15-17,"Contendían los Dioses soberanos
del cielo, por la excelsa Monarquía,
que allá donde la paz centro tenía,
la ambición de reinar hizo tiranos.

Venus lo supo, y por los aires vanos
llegó donde la guerra se encendía,
y puesta en medio de esta gran porfía,
les derribó las armas de las manos.

El rayo quitó a Jove, y el tridente
al grande Rey de los azules hielos,
la espada a Marte llena de despojos

Mas ay, que a la lid vuelven de repente,
pero ya no contienden por los cielos,
sino por el imperio de sus ojos.

"
Soneto,Cristóbal de Castillejo,15-17,"Musas italianas y latinas,
gentes en estas partes tan extraña,
¿cómo habéis venido a nuestra España
tan nuevas y hermosas clavelinas?

O ¿quién os a traído a ser vecinas?
del Tajo, de sus montes y campaña?
O ¿quién es el que os guía y acompaña
de tierras tan ajenas peregrinas?

-Don Diego de Mendoza y Garcilaso
nos trujeron, y Boscán y Luis de Haro
por orden y favor del dios Apolo

Los dos llevó la muerte paso a paso,
Solimán el uno y por amparo
solo queda don Diego, y basta solo

"
Sonetos – - II -,Fray Arcángel de Alarcón,15-17,"¿Quién es la que del valle miserable
de lágrimas asciende tan lozana
que ni el alba rosada a la mañana
ni el sol a su beldad es comparable?

¿Más que la luna hermosa y agradable
decoro a la naturaleza humana,
como escuadrón fortísimo que allana
la enemiga virtud hecho admirable?

Las que con tanta gloria se nos muestra
que hinche la tierra y cielo de alegría
y en perfecta humildad a todos pasa,

es la que el Hijo y Dios pone a su diestra
sobre las soberanas jerarquías,
pues más que ellas de amor divino abrasa

"
"Luis Hurtado anciano pastor del Mártir Vicente, al santo y al autor",Luis Hurtado de Toledo,15-17,"Aunque es tan soberana y sin medida
la gloria que a Vicente Dios ha dado
otra gloria en el mundo le ha dejado,
para que el mártir viva en nuestra vida

Esta fue vuestra pluma esclarecida
que su santo martirio ha declarado
con verso tan sonoro y delicado
que a devoción del mártir nos convida

Si Alejandro lloró porque su historia
no pudo ser cantada por Homero
para así hacer eterna su memoria

Señor Luis de la Cruz del santo espero
que por la suya os ha de alcanzar gloria
ya que cantáis su triunfo verdadero

Y yo su ganadero
el galardón le pido
de siete lustros con que le he servido

"
A la muerte de Lope de Vega,Antonio Barbosa Bacelar,15-17,"Mientras Sirena en piélagos de llanto
a la muerte se opuso tu armonía,
pues las vidas, que indómita rendía,
vivificaban armónico tu canto

Alta ruina al Reino del espanto
temió la muerte, y con razón temía,
mas cuando más vengarse presumía,
en tu armonía receló su encanto

Hoy que a tu vida se atrevió la muerte,
sin duda que tu Musa suspendida
suspendido tenía el dulce acento

Pues si cantando te envistiera fuerte,
en vez de dar la muerte a tanta vida,
vida diera a la muerte tu contento.

"
Soneto,Pedro Laynez,15-17,"Salga con la doliente ánima fuera
la dolorosa voz sin alegría,
busque mi nuevo llano nueva vía
llorando pena tan amarga y fiera;

cámbiese ya mi alegre primavera
en noche eternamente escura y fría,
y pues muero por ti, señora mía,
escucha mi cansada voz postrera

No muero desamado ni celoso,
que igual es cualquier suerte en tu presencia,
sólo un dolor me acaba agudo y fiero.

Para encubrirle más, ya no hay paciencia,
para mostrar cual es, soy temeroso;
en fin, es tal que por callarle muero.

"
A la perdida libertad de la patria,Antonio Henríquez Gómez,15-17,"Si de la libertad desposeído
estoy y formo voz, ¿cómo lamento
suspiros que se quedan en el viento,
pesares que no llegan al oído?

Quien su patria perdió tiene perdido
el que juzga tener entendimiento,
que el que vive sujeto al sentimiento
y no muere, carece de sentido

Mas es que como vive la esperanza,
vecina del dolor, por consolarme,
dice que tenga en ella confianza;

pero mejor le fuera no engañarme,
pues si me sale falsa su fianza
he de pagar la deuda con matarme

"
Hablando con una niña que por su elección se entró religiosa,Jacinto Polo de Medina,15-17,"Borrar supiste -oh Clori, oh rosa pura-
el albedrío de la contingencia,
ya a los rizos de nácar su violencia
no podrá destrenzarles la hermosura.

No admire, no, que sin edad madura
solicites galán que no hace ausencia,
que si el silencio es rostro en la prudencia
la virtud es la edad de la cordura

En peligros de un mal y de un engaño
es más sabia razón, más advertida,
prevenir, no enmendar el desengaño.

Ciencia de escarmentados no es lucida
y tú, por no ver males desde el daño,
los ves desde el discurso prevenida.

"
El álamo,Jacinto Polo de Medina,15-17,"Aquesta ya de Alcides osadía;
que profana del sol sagrado asiento,
contra sus rayos verde atrevimiento,
pasando a descortés su demasía;

esta, que no al Olimpo desafía,
pues besa de su alteza el fundamento,
vanidad de esmeralda que en el viento
bate tornasolada argentería;

esta del prado Babilonia hojosa
terrero do festejan las estrellas
en confusión armónica las aves,

cadáver estará su pompa hermosa
y amarillas leerán sus hojas bellas
muda lección a nuestras vidas graves.

"
En el sepulcro del doctor Juan Pérez de Montalbán,Pedro Meléndez de Azellana,15-17,"Cubra De glorias esta Pira breve
la incesable fatiga de los años,
pues fiel morir la debe desengaños,
memorias el vivir también la debe

El golpe duro de la Parca aleve
con su afecto alentó sangrientos daños,
y en el sentir de agravios tan extraños
dolor eterno su recuerdo mueve

Orne pues de laureles el Parnaso
este claro hospedaje de quien pudo
labrar sus luces de perpetuo Ocaso

Salga en acentos el dolor agudo
a llorar los rigores de un fracaso
que el tiempo exclamará con llanto mudo

"
Sonetos – - VI -,Pedro de Quirós,15-17,"Soñaba yo, querida Ardenia mía,
que Amor por dar alivio a mi sed loca
el aljófar nevado de tu boca
al divino clavel robar quería

Con mi amor al respeto competía
a que tu dulce gravedad provoca
y el miedo por templar mi sed no poca
en dos fuentes los ojos convertía

Visto mi llanto, de temor nacido,
y mostrando en tu risa mil auroras
dijiste: «No haya más pastor dormido;

mira en lo que imaginas lo que ignoras;
porque si lloras, no me has conocido;
y si me has conocido, ¿por qué lloras?»

"
Soneto,Juan Antonio de Veraste,15-17,"En ondas de su llanto sumergida
España siente la amenaza dura,
porque siempre en el riesgo se asegura
de la alteza mayor, mayor caída

No llore España ya, que inmortal vida
su Reina, Fénix, gozará segura;
que quien resiste impulsos en la altura,
a eterno no caer firme está asida

Subió Mariana a la mayor Grandeza,
y el viento (fiera de su ser costumbre)
en ráfagas impele su belleza.

Deponga España, ya, la pesadumbre:
que eterna, sí, se vinculó a la Alteza,
quien resistió a los aires en la cumbre.

"
Discurso XIV del libro Agudeza y arte de ingenio d,Miguel Ribellas y de Villanoua,15-17,"Gallardo capitán, que armado de oro,
con la lanza fatal puesta en la mano,
pisas el cuello del feroz tirano,
que a su rey y a su Dios perdió el decoro.

El pie sagrado con respeto adoro,
que así castiga el loco intento vano,
en el divino alcázar soberano
tiene el primer lugar el primer coro.

Postraréme a tus pies con tu licencia,
y allí do Lucifer está tendido,
juntos los dos haremos penitencia.

Que si al mismo Señor tengo ofendido,
no queda entre él y yo más diferencia
de estar él pertinaz, yo arrepentido

"
"Sonetos creados entre 1586-1587 – En metáfora de música, a la condición natural de una mujer fea o hermosa",Juan de Salinas,15-17,"El seis que la sonora voz levanta
con quiebro natural, si ya su parte
supo cantar, del resto mano parte
rico y seguro en su feliz garganta

No así el que estéril con violencia canta,
que estudia, vela, y ápices comparte,
obtiene plaza magistral, que el arte
defectos suple y suertes adelanta

Símil de las hermosas y las feas,
que idolatrando aquéllas su belleza
del cuidado descuidan la eficacia;

éstas, abominando aun sus ideas,
lo que perdieron por naturaleza
les da el hechizo artificial por gracia

"
Sonetos creados entre 1586-1587 – Soneto moral en metáfora de un relojito mostrador,Juan de Salinas,15-17,"¡Oh cuánto desengaño experimento,
bronce animado, en tu veloz latido,
pues alas distancias de las horas mido,
y vivo a las edades más atento!

Y aunque el agudo repetido acento
de tu volante hiere en el oído,
jamás el noble y perspicaz sentido
del índice percibe el movimiento

La decisión al sabio se remita;
básteme a mí sentir, ya que no veo
tu pulsación que las edades gasta

Proceso criminal, causa exquisita,
en que depone por testigo el reo,
y aunque de oídas para muerte basta.

"
Resolución animosa de amante desesperado,Francisco Pinel y Monroy,15-17,"Yo romperé los duros eslabones
desta horrible cadena con tal brío,
que de una vez redima el albedrío
del dominio infeliz de las pasiones

Aunque intente con vanas ilusiones
aliviar este peso el desvarío;
que por estar dorado el hierro impío,
no siento menos graves las prisiones

Difícil (no lo dudo) es el intento,
cuando tan noble parte de la vida
ciega se implica en los robustos lazos

Mas, venceré el dolor con el aliento
para dejar el alma desasida,
y quede el corazón hecho pedazos

"
A la muerte de Lope de Vega,Pedro García,15-17,"Sol de España fue LOPE, al occidente
sus rayos llegan casi de improviso,
que como el cielo para sí le quiso,
dilaciones al plazo no consiente.

Y así, pues el morir no es accidente,
o pasajero, ¿cómo sin aviso
a la inviolable ley de lo preciso
admiraciones das de contingente?

Aunque dirás, que este divino Apolo,
que el mundo aclama, y que hoy España llora,
tan único será de polo a polo.

Que si el morir que tanto le mejora,
se sigue al accidente, en LOPE sólo
accidente el morir pareció ahora

"
A la muerte de Lope de Vega,Pedro de Morales,15-17,"Desde que fue pastor tierno Belardo,
di atención a sus quejas y dolores,
cortando de su ingenio algunas flores
que por reliquias observadas guardo

Después cual sol universal gallardo
dio luz a tantos doctos escritores,
desterrando los críticos horrores
del nuevo idioma, apócrifo y bastardo

Trátele en su estados diferentes,
y en sólo Sessa le advertí dichoso,
pues son sin duración los premios vanos.

Y en esta protección sin accidentes
le ajustó el cielo a espíritu glorioso,
para honrarle con premios soberanos.

"
Soneto,Francisco de Figueroa,15-17,"Maldito seas, Amor, perpetuamente,
tu nombre, tu saeta, venda y fuego;
tu nombre, que con tal desasosiego
me fuerza a andar perdido entre la gente;

tu flecha, que me hizo así obediente;
de aquella falsa, de quien ya reniego;
tu venda, con qué me hiciste ciego
y así juzgue por ángel la serpiente;

y el fuego sea maldito, cuya llama
no toca al cuerdo, que es muy gran locura,
y al necio sólo su crueldad consiente

Y así el cuitado espíritu que ama
dirá, tu rostro viendo o tu figura:
«Maldito seas, Amor, perpetuamente»

"
Sonetos,Fray Damián de Cornejo,15-17,"Yo no puedo vivir si no me capo,
porque si tengo bolas y no emboco,
y aunque te diga cabe, no te toco,
todo en gordo será vayna de trapo.

Si de ser inocente así me escapo,
a lo menos de amante doy en loco;
pues nevando camisas, poco a poco,
si las mojo muchísimo no en-papo.

Quién te viera no grave y espetada
cuando el amor se goza sin sospecha,
a mi manera atenta y no a mi modo:

yo quedara contento y tú pagada
pues supiera cual es mi pix derecha
y me quisieras bien con vayna y todo.

Esta mañana, en Dios y enhorabuena
salí de casa y víneme al mercado;
vi un ojo negro al parecer rasgado,
blanca la frente y rubia la melena,

llegué y le dije: «Gloria de mi pena,
muerto me tiene vivo tu cuidado,
vuélveme el alma, pues me la has robado
con ese encanto de áspid o de sirena »

Pasó, pasé, miró, miré, vio, víla;
dio muestras de querer, hice otro tanto;
guiñó, guiñe, tosió, tosí, seguíla

Fuese a su casa, y sin quitarme el manto,
alzó, llegué, toqué, besé, cubríla,
dejé el dinero y fuime como un santo

"
A San Isidro,Tomás Córdoba y Contreras,15-17,"Los campos de Madrid, Isidro santo,
cielos son ya, no Elíseos fabulosos
si arados por los Ángeles hermosos,
en tanto que oráis vos, producen tanto.

Con el piadoso humor de vuestro llanto,
tiernos de amor afectos fervorosos,
si estériles han sido, ya copiosos
por vos admirarán con nuevo espanto

Mas no es mucho causar estos efectos
lágrimas y oración, porque han podido
al Señor de los cielos absoluto

Unir a un alma, y entre los perfectos
Isidro lo alcanzó, y ha merecido,
sembrando aquí sus lágrimas, el fruto

"
- XXXV -,Marqués de Santillana,15-17,"Del çelestial exército patrón
e del segundo choro más preçioso,
de los ángeles malos dampnaçión,
Miguel Arcángel, duque glorioso;

muy digo alférez del sacro pendón,
invencible cruzado victorioso,
tú debellaste al cruel dragón
en virtud del excelso poderoso.

Por todos estos premios te honoramos
e veneramos, príncipe excellente,
e por ellos mesmos te rogamos

que ruegues al Señor Omnipoetnte
nos dignifique, porque poseamos
la gloria a todas glorias preçedente

"
- III -,Luis Barahona de Soto,15-17,"Esplendores, celajes, riguroso,
salvaje, llama, líquido, candores,
vagueza, faz, purpúrea, Cintia, ardores,
otra vez esplendores, caluroso;

ufanía, apacible, numeroso,
luengo, osadía, afán, verdor, errores,
otra y quinientas veces esplendores;
más esplendores, crespo, glorioso;

cercos, ásperos, albos, encrespado,
esparcir, espirar, lustre, fatales,
cambiar, y de esplendor otro poquito;

luces, ebúrneo, nítido, asombrado,
orna, colora, joven, celestiales
Esto quitado, cierto que es bonito.

"
A Ignacio,Juan de Quiroga,15-17,"Alta, piadosa máquina, eminente,
cuya majestuosa arquitectura
del estrago del tiempo se asegura
en las admiraciones de la gente

Cuantas riquezas engendró en Oriente
el sol, en Occidente plata pura
la errante Luna, en pródiga escultura
culto a tu adoración hacen decente

En ti pomposamente se venera
de cinco Santos la feliz memoria
con celo pío y víctimas fragantes

¿Quién sino estirpe tuya, IGNACIO, fuera
tan viva imitadora de la gloria,
que en tálamos de luz gozan triunfantes?

"
